Timestamp,ForceN,PositionZ,StoppedByForceSensor
2026-03-18T10:46:03.161,4.59108,126.3732,0
2026-03-18T10:46:04.261,4.42431,126.3732,0
2026-03-18T10:46:04.363,4.2281103,126.3732,0
2026-03-18T10:46:04.470,4.1692505,119.9203,0
2026-03-18T10:46:04.585,4.11039,119.9203,0
2026-03-18T10:46:04.685,4.0319104,116.0686,0
2026-03-18T10:46:04.788,3.93381,116.0686,0
2026-03-18T10:46:04.903,3.7866602,116.0686,0
2026-03-18T10:46:04.003,3.7376103,111.9122,0
2026-03-18T10:46:04.104,3.7376103,111.9122,0
2026-03-18T10:46:05.203,3.67875,111.9122,0
2026-03-18T10:46:05.311,3.52179,111.9122,0
2026-03-18T10:46:05.412,3.5414102,107.0368,0
2026-03-18T10:46:05.519,3.5708401,107.0368,0
2026-03-18T10:46:05.619,3.5806503,103.1991,0
2026-03-18T10:46:05.735,3.5806503,103.1991,0
2026-03-18T10:46:05.834,3.4825501,103.1991,0
2026-03-18T10:46:05.936,3.46293,100.1567,0
2026-03-18T10:46:05.037,3.5119803,100.1567,0
2026-03-18T10:46:05.152,3.5414102,100.1567,0
2026-03-18T10:46:06.268,3.55122,95.78378,0
2026-03-18T10:46:06.370,3.6002703,95.78378,0
2026-03-18T10:46:06.487,3.6983702,92.67588,0
2026-03-18T10:46:06.593,3.6983702,92.67588,0
2026-03-18T10:46:06.690,3.7179902,92.67588,0
2026-03-18T10:46:06.817,3.75723,92.67588,0
2026-03-18T10:46:06.919,3.7866602,88.326,0
2026-03-18T10:46:06.019,3.7964702,88.326,0
2026-03-18T10:46:06.135,3.74742,88.326,0
2026-03-18T10:46:07.235,3.7670403,88.326,0
2026-03-18T10:46:07.351,3.8357103,88.326,0
2026-03-18T10:46:07.453,3.9926703,80.11989,0
2026-03-18T10:46:07.569,4.74804,80.11989,0
2026-03-18T10:46:07.685,5.23854,80.11989,0
2026-03-18T10:46:07.786,5.72904,75.95084,0
2026-03-18T10:46:07.901,6.6413703,75.95084,0
2026-03-18T10:46:07.002,7.0239606,73.16669,0
2026-03-18T10:46:07.120,7.3378806,73.16669,0
2026-03-18T10:46:08.235,7.49484,73.16669,0
2026-03-18T10:46:08.335,7.4065504,68.20202,0
2026-03-18T10:46:08.452,7.2986403,68.20202,0
2026-03-18T10:46:08.551,7.1220603,68.20202,0
2026-03-18T10:46:08.652,7.0337706,60.19524,0
2026-03-18T10:46:08.767,6.7492805,60.19524,0
2026-03-18T10:46:08.884,6.6413703,55.79495,0
2026-03-18T10:46:08.984,6.41574,55.79495,0
2026-03-18T10:46:08.085,6.19011,55.79495,0
2026-03-18T10:46:09.200,5.6113205,51.39462,0
2026-03-18T10:46:09.300,5.4739804,51.39462,0
2026-03-18T10:46:09.400,5.3856907,45.95412,0
2026-03-18T10:46:09.502,5.2091103,45.95412,0
2026-03-18T10:46:09.602,5.0227203,45.95412,0
2026-03-18T10:46:09.720,4.5126004,39.86473,0
2026-03-18T10:46:09.818,3.93381,39.86473,0
2026-03-18T10:46:09.917,2.4426901,39.86473,0
2026-03-18T10:46:09.018,0.68670005,34.02981,0
2026-03-18T10:46:09.134,-0.009810001,34.02981,0
2026-03-18T10:46:10.235,-0.019620001,34.02981,0
2026-03-18T10:46:10.349,0.009810001,28.86835,0
2026-03-18T10:46:10.449,-0.068670005,27.02491,0
2026-03-18T10:46:10.554,-0.20601,27.02491,0
2026-03-18T10:46:10.654,-0.35316,27.03524,0
2026-03-18T10:46:10.767,-0.20601,27.03524,0
2026-03-18T10:46:10.868,-0.04905,27.03524,0
2026-03-18T10:46:10.984,-0.0,27.03524,0
2026-03-18T10:46:10.091,-0.0,27.03524,0
2026-03-18T10:46:11.201,0.0,27.03524,0
2026-03-18T10:46:11.316,0.009810001,27.03524,0
2026-03-18T10:46:11.416,0.0,27.03524,0
2026-03-18T10:46:11.536,-0.009810001,27.03524,0
2026-03-18T10:46:11.639,-0.009810001,27.03524,0
2026-03-18T10:46:11.753,-0.009810001,27.03524,0
2026-03-18T10:46:11.866,-0.0,27.03524,0
2026-03-18T10:46:11.981,-0.009810001,27.03524,0
2026-03-18T10:46:11.083,-0.009810001,27.03524,0
2026-03-18T10:46:12.199,-0.009810001,27.03524,0
2026-03-18T10:46:12.301,0.009810001,27.03524,0
2026-03-18T10:46:12.415,0.0,27.03524,0
2026-03-18T10:46:12.516,-0.009810001,27.03524,0
2026-03-18T10:46:12.616,-0.009810001,27.03524,0
2026-03-18T10:46:12.716,-0.019620001,27.03524,0
2026-03-18T10:46:12.832,-0.009810001,27.03524,0
2026-03-18T10:46:12.932,-0.0,27.03524,0
2026-03-18T10:46:12.048,0.009810001,27.03524,0
2026-03-18T10:46:12.149,0.009810001,27.03524,0
2026-03-18T10:46:13.251,-0.0,27.03524,0
2026-03-18T10:46:13.365,-0.009810001,27.03524,0
2026-03-18T10:46:13.464,-0.009810001,27.03524,0
2026-03-18T10:46:13.566,-0.009810001,27.03524,0
2026-03-18T10:46:13.665,-0.009810001,27.03524,0
2026-03-18T10:46:13.781,-0.068670005,27.03524,0
2026-03-18T10:46:13.897,-0.40221003,27.03524,0
2026-03-18T10:46:13.997,-0.7848,27.03524,0
2026-03-18T10:46:13.101,-2.63889,27.03524,0
2026-03-18T10:46:14.215,-3.8553302,27.03524,0
2026-03-18T10:46:14.332,-4.79709,27.03524,0
2026-03-18T10:46:14.447,-5.9448605,27.03524,0
2026-03-18T10:46:14.547,-6.3078303,27.67061,0
2026-03-18T10:46:14.648,-6.6119404,27.67061,0
2026-03-18T10:46:14.751,-6.9356704,27.67061,0
2026-03-18T10:46:14.865,-7.10244,30.25821,0
2026-03-18T10:46:14.980,-6.8866205,30.25821,0
2026-03-18T10:46:14.081,-6.54327,34.58173,0
2026-03-18T10:46:15.181,-6.0233407,34.58173,0
2026-03-18T10:46:15.297,-5.6113205,34.58173,0
2026-03-18T10:46:15.401,-5.3562603,39.61139,0
2026-03-18T10:46:15.514,-5.2483506,39.61139,0
2026-03-18T10:46:15.615,-5.0619597,46.29599,0
2026-03-18T10:46:15.723,-4.81671,46.29599,0
2026-03-18T10:46:15.834,-4.3752604,46.29599,0
2026-03-18T10:46:15.939,-4.33602,50.23313,0
2026-03-18T10:46:15.040,-4.28697,50.23313,0
2026-03-18T10:46:15.149,-4.3164,54.14837,0
2026-03-18T10:46:16.251,-4.3164,54.14837,0
2026-03-18T10:46:16.351,-4.52241,58.07476,0
2026-03-18T10:46:16.452,-4.5126004,58.07476,0
2026-03-18T10:46:16.566,-4.55184,61.62513,0
2026-03-18T10:46:16.666,-4.5714602,61.62513,0
2026-03-18T10:46:16.766,-4.5420303,61.62513,0
2026-03-18T10:46:16.869,-4.55184,65.75391,0
2026-03-18T10:46:16.984,-4.5616503,65.75391,0
2026-03-18T10:46:16.098,-4.52241,68.84357,0
2026-03-18T10:46:17.198,-4.46355,68.84357,0
2026-03-18T10:46:17.297,-4.5420303,68.84357,0
2026-03-18T10:46:17.413,-4.58127,74.07784,0
2026-03-18T10:46:17.513,-4.58127,74.07784,0
2026-03-18T10:46:17.614,-4.5714602,77.95193,0
2026-03-18T10:46:17.730,-4.6107,77.95193,0
2026-03-18T10:46:17.847,-4.5420303,77.95193,0
2026-03-18T10:46:17.947,-4.52241,81.94164,0
2026-03-18T10:46:17.064,-4.48317,81.94164,0
2026-03-18T10:46:17.164,-4.42431,85.98598,0
2026-03-18T10:46:18.267,-4.3556404,85.98598,0
2026-03-18T10:46:18.364,-4.29678,85.98598,0
2026-03-18T10:46:18.466,-4.26735,89.98077,0
2026-03-18T10:46:18.581,-3.97305,89.98077,0
2026-03-18T10:46:18.687,-3.8259,89.98077,0
2026-03-18T10:46:18.790,-3.75723,89.98077,0
2026-03-18T10:46:18.900,-3.6297002,94.87902,0
2026-03-18T10:46:18.001,-3.49236,94.87902,0
2026-03-18T10:46:18.116,-3.20787,99.14334,0
2026-03-18T10:46:19.219,-3.0411003,99.14334,0
2026-03-18T10:46:19.332,-2.8449001,103.3886,0
2026-03-18T10:46:19.448,-2.6585102,103.3886,0
2026-03-18T10:46:19.562,-2.6683202,103.3886,0
2026-03-18T10:46:19.663,-2.6585102,103.3886,0
2026-03-18T10:46:19.779,-2.5898402,108.1824,0
2026-03-18T10:46:19.881,-2.42307,108.1824,0
2026-03-18T10:46:19.995,-2.3544002,108.1824,0
2026-03-18T10:46:19.095,-2.37402,111.0348,0
2026-03-18T10:46:20.204,-2.29554,111.0348,0
2026-03-18T10:46:20.306,-2.14839,111.0348,0
2026-03-18T10:46:20.411,-2.12877,113.3669,0
2026-03-18T10:46:20.511,-2.1189601,113.3669,0
2026-03-18T10:46:20.611,-2.1091502,115.5047,0
2026-03-18T10:46:20.712,-2.13858,115.5047,0
2026-03-18T10:46:20.815,-2.16801,117.2982,0
2026-03-18T10:46:20.928,-2.23668,117.2982,0
2026-03-18T10:46:20.030,-2.2563002,117.2982,0
2026-03-18T10:46:20.131,-2.2857301,119.079,0
2026-03-18T10:46:21.239,-2.3347802,119.079,0
2026-03-18T10:46:21.353,-2.4328802,121.1133,0
2026-03-18T10:46:21.461,-2.46231,121.1133,0
2026-03-18T10:46:21.562,-2.4917402,121.1133,0
2026-03-18T10:46:21.681,-2.5800302,121.1133,0
2026-03-18T10:46:21.799,-2.61927,123.903,0
2026-03-18T10:46:21.903,-2.63889,123.903,0
2026-03-18T10:46:21.010,-2.6290803,123.903,0
